outcome,date,age_group,unvaccinated_rate,vaccinated_rate,boosted_rate,crude_vaccinated_ratio,crude_boosted_ratio,age_adjusted_unvaccinated_rate,age_adjusted_vaccinated_rate,age_adjusted_boosted_rate,age_adjusted_vaccinated_ratio,age_adjusted_boosted_ratio,population_unvaccinated,population_vaccinated,population_boosted,outcome_unvaccinated,outcome_vaccinated,outcome_boosted,age_group_min,age_group_max
Deaths,2022-04-09,80+,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26990,13754.0,43462.0,0,2.0,0.0,80,200
Deaths,2021-12-11,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151855,2846.0,0.0,0,0.0,0.0,5,11
Cases,2023-12-02,50-64,221.9,58.9,74.1,3.8,3.0,0.0,0.0,0.0,0.0,0.0,29740,125633.0,248283.0,66,74.0,184.0,50,64
Deaths,2021-07-03,80+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33360,51317.0,0.0,0,0.0,0.0,80,200
Hospitalizations,2023-09-09,30-49,5.6,2.5,1.4,2.2,4.0,0.0,0.0,0.0,0.0,0.0,106855,278397.0,347322.0,6,7.0,5.0,30,49
Cases,2023-03-11,0-4,47.3,4.3,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,77,7.0,0.0,0,4
Deaths,2021-08-07,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89733,67504.0,0.0,0,0.0,0.0,12,17
Hospitalizations,2022-04-02,30-49,3.8,1.0,0.9,3.8,4.2,0.0,0.0,0.0,0.0,0.0,132699,290611.0,324980.0,5,3.0,3.0,30,49
Cases,2022-10-01,0-4,41.2,4.9,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,67,8.0,0.0,0,4
Cases,2023-03-11,30-49,112.3,47.8,70.8,2.3,1.6,0.0,0.0,0.0,0.0,0.0,110407,277955.0,347264.0,124,133.0,246.0,30,49
Hospitalizations,2023-06-10,05-Nov,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90486,82681.0,21245.0,1,0.0,0.0,5,11
Cases,2023-03-04,05-Nov,125.7,136.2,217.0,0.9,0.6,0.0,0.0,0.0,0.0,0.0,91467,82250.0,21203.0,115,112.0,46.0,5,11
Hospitalizations,2021-07-03,65-79,11.0,0.5,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,72516,187809.0,0.0,8,1.0,0.0,65,79
Cases,2022-04-02,0-4,67.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,110,0.0,0.0,0,4
Cases,2021-04-03,All,201.6,25.4,0.0,7.9,0.0,198.6,21.0,0.0,9.4,0.0,1827674,338699.0,0.0,3684,86.0,0.0,999,999
Hospitalizations,2023-07-01,All,1.7,0.3,0.9,5.7,1.9,2.7,0.7,0.6,3.9,4.9,532370,860333.0,1040733.0,9,3.0,9.0,999,999
Deaths,2021-10-09,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Hospitalizations,2023-02-04,All,8.0,4.4,6.2,1.8,1.3,9.9,6.1,4.2,1.6,2.3,548376,856091.0,1040343.0,44,38.0,64.0,999,999
Cases,2023-10-07,Dec-17,6.3,10.4,9.0,0.6,0.7,0.0,0.0,0.0,0.0,0.0,31666,86571.0,44601.0,2,9.0,4.0,12,17
Hospitalizations,2022-09-03,80+,64.9,61.1,76.7,1.1,0.8,0.0,0.0,0.0,0.0,0.0,26205,11466.0,46907.0,17,7.0,36.0,80,200
Deaths,2021-05-08,18-29,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274095,132496.0,0.0,2,0.0,0.0,18,29
Hospitalizations,2021-10-02,Dec-17,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68439,93584.0,0.0,1,0.0,0.0,12,17
Hospitalizations,2022-10-08,18-29,6.9,2.4,2.5,2.9,2.8,0.0,0.0,0.0,0.0,0.0,87155,211790.0,161468.0,6,5.0,4.0,18,29
Cases,2023-11-04,0-4,43.7,1.8,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,71,3.0,0.0,0,4
Deaths,2023-04-01,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91185,82489.0,21218.0,0,0.0,0.0,5,11
Deaths,2023-11-11,80+,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24027,11603.0,47294.0,0,0.0,2.0,80,200
Cases,2022-12-03,All,238.4,122.7,161.6,1.9,1.5,283.0,127.6,141.3,2.2,2.0,562883,851081.0,1039826.0,1342,1044.0,1680.0,999,999
Deaths,2022-11-05,65-79,7.1,0.0,1.2,0.0,5.9,0.0,0.0,0.0,0.0,0.0,42281,43326.0,171562.0,3,0.0,2.0,65,79
Cases,2023-04-01,50-64,125.5,46.9,59.5,2.7,2.1,0.0,0.0,0.0,0.0,0.0,33477,125679.0,246893.0,42,59.0,147.0,50,64
Hospitalizations,2022-09-10,80+,64.9,87.7,38.3,0.7,1.7,0.0,0.0,0.0,0.0,0.0,26174,11409.0,46990.0,17,10.0,18.0,80,200
Deaths,2023-08-05,65-79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39261,43418.0,171751.0,0,0.0,0.0,65,79
Hospitalizations,2023-02-11,50-64,26.4,8.0,5.7,3.3,4.6,0.0,0.0,0.0,0.0,0.0,34058,125536.0,246859.0,9,10.0,14.0,50,64
Hospitalizations,2022-02-05,All,13.1,8.6,7.7,1.5,1.7,17.3,11.7,4.8,1.5,3.6,695615,928537.0,818642.0,91,80.0,63.0,999,999
Hospitalizations,2023-08-12,80+,8.2,17.6,25.5,0.5,0.3,0.0,0.0,0.0,0.0,0.0,24472,11382.0,47131.0,2,2.0,12.0,80,200
Deaths,2022-03-12,80+,11.1,27.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,27140,14363.0,42701.0,3,4.0,0.0,80,200
Deaths,2023-05-06,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75322,214130.0,161688.0,0,0.0,0.0,18,29
Deaths,2021-11-06,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204950,0.0,0.0,0,0.0,0.0,5,11
Hospitalizations,2021-12-04,18-29,19.1,3.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,151690,300768.0,31036.0,29,9.0,0.0,18,29
Deaths,2023-08-12,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73575,214133.0,161715.0,0,0.0,0.0,18,29
Hospitalizations,2023-02-11,0-4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,4,0.0,0.0,0,4
Deaths,2021-04-03,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2021-04-03,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Deaths,2021-04-10,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2021-04-10,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Hospitalizations,2021-04-03,30-49,13.4,1.9,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,506745,105885.0,0.0,68,2.0,0.0,30,49
Deaths,2021-05-01,80+,29.7,2.4,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,37001,42149.0,0.0,11,1.0,0.0,80,200
Deaths,2021-05-01,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2021-05-01,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Deaths,2021-05-08,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2021-05-08,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Deaths,2021-06-05,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2021-06-05,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Deaths,2021-06-12,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2023-04-01,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109912,278121.0,347279.0,0,0.0,0.0,30,49
Deaths,2021-06-12,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Deaths,2022-10-08,50-64,5.2,0.0,0.4,0.0,13.0,0.0,0.0,0.0,0.0,0.0,38636,125178.0,246593.0,2,0.0,1.0,50,64
Cases,2022-03-05,All,52.5,27.4,40.1,1.9,1.3,56.2,26.6,33.4,2.1,1.7,668131,908622.0,900419.0,351,249.0,361.0,999,999
Hospitalizations,2021-12-04,05-Nov,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156736,13.0,0.0,2,0.0,0.0,5,11
Cases,2023-09-09,Dec-17,34.7,26.6,31.4,1.3,1.1,0.0,0.0,0.0,0.0,0.0,31714,86574.0,44596.0,11,23.0,14.0,12,17
Deaths,2021-07-03,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2021-07-03,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Deaths,2021-07-10,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2021-07-10,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Hospitalizations,2021-06-12,18-29,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236542,236566.0,0.0,6,0.0,0.0,18,29
Hospitalizations,2022-12-03,65-79,72.5,48.4,25.1,1.5,2.9,0.0,0.0,0.0,0.0,0.0,41351,43349.0,171626.0,30,21.0,43.0,65,79
Hospitalizations,2022-12-10,All,16.8,9.3,13.3,1.8,1.3,21.7,13.4,9.0,1.6,2.4,560620,851689.0,1039873.0,94,79.0,138.0,999,999
Cases,2022-10-01,65-79,96.9,103.7,100.4,0.9,1.0,0.0,0.0,0.0,0.0,0.0,44363,43409.0,171376.0,43,45.0,172.0,65,79
Deaths,2023-10-07,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31666,86571.0,44601.0,0,0.0,0.0,12,17
Cases,2023-01-07,65-79,187.4,143.0,148.0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,40561,43362.0,171679.0,76,62.0,254.0,65,79
Hospitalizations,2022-02-12,65-79,36.4,31.2,8.6,1.2,4.2,0.0,0.0,0.0,0.0,0.0,49452,57654.0,151402.0,18,18.0,13.0,65,79
Deaths,2023-11-04,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69457,215124.0,162370.0,0,0.0,0.0,18,29
Cases,2021-12-04,18-29,537.3,203.8,103.1,2.6,5.2,0.0,0.0,0.0,0.0,0.0,151690,300768.0,31036.0,815,613.0,32.0,18,29
Hospitalizations,2023-08-05,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32022,86577.0,44592.0,0,0.0,0.0,12,17
Cases,2022-02-12,50-64,229.9,72.1,71.6,3.2,3.2,0.0,0.0,0.0,0.0,0.0,47848,152527.0,208125.0,110,110.0,149.0,50,64
Deaths,2021-08-07,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2021-08-07,05-Nov,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,1,0.0,0.0,5,11
Deaths,2021-04-03,All,1.5,0.3,0.0,5.0,0.0,2.0,0.1,0.0,19.3,0.0,1827674,338699.0,0.0,27,1.0,0.0,999,999
Cases,2022-05-07,05-Nov,278.1,534.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,101762,93683.0,0.0,283,501.0,0.0,5,11
Hospitalizations,2021-10-09,30-49,14.4,1.7,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,214640,537114.0,0.0,31,9.0,0.0,30,49
Cases,2023-01-07,30-49,178.3,68.9,97.3,2.6,1.8,0.0,0.0,0.0,0.0,0.0,112744,277305.0,347207.0,201,191.0,338.0,30,49
Hospitalizations,2022-12-10,30-49,14.9,4.0,3.5,3.7,4.3,0.0,0.0,0.0,0.0,0.0,114339,276994.0,347125.0,17,11.0,12.0,30,49
Cases,2021-10-02,65-79,130.1,46.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,62283,193295.0,0.0,81,89.0,0.0,65,79
Deaths,2021-09-04,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2023-02-11,65-79,124.4,106.0,96.7,1.2,1.3,0.0,0.0,0.0,0.0,0.0,40183,43393.0,171693.0,50,46.0,166.0,65,79
Cases,2023-02-04,30-49,122.9,54.0,79.2,2.3,1.6,0.0,0.0,0.0,0.0,0.0,111518,277594.0,347241.0,137,150.0,275.0,30,49
Deaths,2021-09-04,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Deaths,2021-09-11,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2021-09-11,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Deaths,2021-10-02,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2021-10-02,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,0,0.0,0.0,5,11
Hospitalizations,2023-09-09,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89422,82670.0,21265.0,0,0.0,0.0,5,11
Deaths,2021-10-09,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2021-11-06,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Hospitalizations,2022-10-08,All,7.5,3.8,7.1,2.0,1.1,10.5,6.1,4.9,1.7,2.2,588205,843467.0,1037728.0,44,32.0,74.0,999,999
Cases,2023-06-10,30-49,24.0,6.8,10.9,3.5,2.2,0.0,0.0,0.0,0.0,0.0,108308,278398.0,347307.0,26,19.0,38.0,30,49
Hospitalizations,2022-06-11,80+,30.1,104.3,54.9,0.3,0.5,0.0,0.0,0.0,0.0,0.0,26548,12467.0,45506.0,8,13.0,25.0,80,200
Cases,2023-11-04,All,53.1,21.3,33.0,2.5,1.6,60.5,23.2,26.2,2.6,2.3,512405,862552.0,1044756.0,272,184.0,345.0,999,999
Deaths,2022-05-07,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101762,93683.0,0.0,0,0.0,0.0,5,11
Cases,2021-07-03,18-29,20.5,6.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,224760,262359.0,0.0,46,18.0,0.0,18,29
Cases,2022-07-02,65-79,210.8,177.6,191.1,1.2,1.1,0.0,0.0,0.0,0.0,0.0,46481,46183.0,167465.0,98,82.0,320.0,65,79
Hospitalizations,2023-04-08,All,4.3,2.3,4.7,1.9,0.9,6.2,3.1,3.2,2.0,1.9,540406,859347.0,1040563.0,23,20.0,49.0,999,999
Deaths,2021-12-04,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2021-06-05,18-29,45.1,6.2,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,241512,225206.0,0.0,109,14.0,0.0,18,29
Deaths,2023-05-06,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90817,82677.0,21239.0,0,0.0,0.0,5,11
Deaths,2021-12-11,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Hospitalizations,2023-04-08,05-Nov,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91121,82526.0,21223.0,0,2.0,0.0,5,11
Hospitalizations,2022-12-03,18-29,17.3,3.8,3.1,4.6,5.6,0.0,0.0,0.0,0.0,0.0,81009,212601.0,161582.0,14,8.0,5.0,18,29
Cases,2022-02-12,65-79,127.4,90.2,69.4,1.4,1.8,0.0,0.0,0.0,0.0,0.0,49452,57654.0,151402.0,63,52.0,105.0,65,79
Cases,2023-11-11,50-64,171.6,43.7,48.8,3.9,3.5,0.0,0.0,0.0,0.0,0.0,30308,125745.0,247813.0,52,55.0,121.0,50,64
Deaths,2023-02-11,80+,8.1,17.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,24710,11376.0,47122.0,2,2.0,0.0,80,200
Hospitalizations,2023-11-11,50-64,26.4,3.2,4.0,8.2,6.6,0.0,0.0,0.0,0.0,0.0,30308,125745.0,247813.0,8,4.0,10.0,50,64
Hospitalizations,2022-08-06,30-49,17.4,4.0,4.4,4.4,4.0,0.0,0.0,0.0,0.0,0.0,126294,278159.0,343405.0,22,11.0,15.0,30,49
Hospitalizations,2023-11-11,30-49,5.0,2.1,1.4,2.4,3.6,0.0,0.0,0.0,0.0,0.0,100910,279296.0,348677.0,5,6.0,5.0,30,49
Deaths,2022-01-01,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2022-01-08,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2022-02-05,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Hospitalizations,2022-01-01,0-4,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,57,0.0,0.0,0,4
Deaths,2022-02-12,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2021-04-10,80+,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40425,30292.0,0.0,10,0.0,0.0,80,200
Cases,2022-05-07,18-29,354.1,150.3,397.3,2.4,0.9,0.0,0.0,0.0,0.0,0.0,96593,217622.0,150759.0,342,327.0,599.0,18,29
Deaths,2021-08-07,65-79,4.4,0.5,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,68485,192863.0,0.0,3,1.0,0.0,65,79
Deaths,2022-10-01,65-79,2.3,0.0,2.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44363,43409.0,171376.0,1,0.0,4.0,65,79
Deaths,2022-03-05,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2022-10-01,80+,0.0,8.8,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25857,11380.0,47042.0,0,1.0,4.0,80,200
Cases,2022-04-02,All,79.0,55.5,102.3,1.4,0.8,86.5,51.8,90.8,1.7,1.0,657870,901409.0,932489.0,520,500.0,954.0,999,999
Hospitalizations,2023-05-06,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90817,82677.0,21239.0,0,0.0,0.0,5,11
Hospitalizations,2022-01-01,50-64,314.4,70.5,16.3,4.5,19.3,0.0,0.0,0.0,0.0,0.0,56937,206986.0,147279.0,179,146.0,24.0,50,64
Deaths,2022-03-12,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2023-09-02,30-49,66.4,29.1,42.0,2.3,1.6,0.0,0.0,0.0,0.0,0.0,106946,278397.0,347321.0,71,81.0,146.0,30,49
Deaths,2021-12-04,50-64,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64234,270486.0,79047.0,7,0.0,0.0,50,64
Hospitalizations,2022-02-05,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112371,63443.0,0.0,0,0.0,0.0,5,11
Cases,2022-06-04,Dec-17,414.2,212.6,347.9,1.9,1.2,0.0,0.0,0.0,0.0,0.0,36941,93128.0,35358.0,153,198.0,123.0,12,17
Deaths,2023-03-11,50-64,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33710,125621.0,246881.0,0,2.0,0.0,50,64
Deaths,2022-04-02,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2022-12-03,65-79,4.8,0.0,0.6,0.0,8.0,0.0,0.0,0.0,0.0,0.0,41351,43349.0,171626.0,2,0.0,1.0,65,79
Hospitalizations,2021-08-07,All,11.3,2.2,0.0,5.1,0.0,15.4,1.7,0.0,9.1,0.0,1127960,1412725.0,0.0,127,31.0,0.0,999,999
Deaths,2022-04-09,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2021-10-02,Dec-17,261.5,19.2,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,68439,93584.0,0.0,179,18.0,0.0,12,17
Hospitalizations,2022-11-05,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34344,85986.0,44495.0,0,0.0,0.0,12,17
Cases,2021-05-08,30-49,236.6,14.3,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,350842,287155.0,0.0,830,41.0,0.0,30,49
Cases,2022-01-01,18-29,3158.2,1882.2,1388.9,1.7,2.3,0.0,0.0,0.0,0.0,0.0,135521,266118.0,72360.0,4280,5009.0,1005.0,18,29
Deaths,2021-11-06,50-64,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70859,318525.0,25135.0,4,0.0,0.0,50,64
Cases,2022-03-05,65-79,20.4,18.5,28.8,1.1,0.7,0.0,0.0,0.0,0.0,0.0,48917,54022.0,156028.0,10,10.0,45.0,65,79
Deaths,2022-05-07,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2021-07-03,80+,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33360,51317.0,0.0,1,0.0,0.0,80,200
Deaths,2023-08-12,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2022-06-04,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2022-06-11,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2021-04-10,80+,101.4,29.7,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,40425,30292.0,0.0,41,9.0,0.0,80,200
Cases,2021-12-11,80+,147.7,172.6,57.1,0.9,2.6,0.0,0.0,0.0,0.0,0.0,28442,27803.0,28010.0,42,48.0,16.0,80,200
Hospitalizations,2022-02-05,80+,54.8,156.1,29.5,0.4,1.9,0.0,0.0,0.0,0.0,0.0,27390,16013.0,40692.0,15,25.0,12.0,80,200
Hospitalizations,2021-04-03,0-4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,3,0.0,0.0,0,4
Hospitalizations,2021-04-03,05-Nov,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,1,0.0,0.0,5,11
Hospitalizations,2021-04-10,0-4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,3,0.0,0.0,0,4
Hospitalizations,2021-04-10,05-Nov,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,3,0.0,0.0,5,11
Hospitalizations,2021-05-01,0-4,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,5,0.0,0.0,0,4
Hospitalizations,2021-05-01,05-Nov,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,2,0.0,0.0,5,11
Hospitalizations,2021-05-08,0-4,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,5,0.0,0.0,0,4
Deaths,2022-03-12,50-64,0.0,1.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46039,142268.0,222350.0,0,2.0,1.0,50,64
Hospitalizations,2021-05-08,05-Nov,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,1,0.0,0.0,5,11
Hospitalizations,2023-03-04,0-4,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,6,0.0,0.0,0,4
Hospitalizations,2023-07-01,05-Nov,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90262,82673.0,21253.0,0,1.0,0.0,5,11
Hospitalizations,2022-07-09,30-49,10.2,5.3,2.9,1.9,3.5,0.0,0.0,0.0,0.0,0.0,127602,280376.0,340282.0,13,15.0,10.0,30,49
Cases,2022-01-08,80+,1269.1,1641.7,688.4,0.8,1.8,0.0,0.0,0.0,0.0,0.0,27814,19309.0,37045.0,353,317.0,255.0,80,200
Hospitalizations,2021-06-05,0-4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,4,0.0,0.0,0,4
